frame,object_type,confidence,tracking_id,x1,y1,x2,y2,license_plate,mx1,my1,mx2,my2,license_plate_text
149.0,license plate,tensor([0.7376]),"tensor([1], dtype=torch.int32)",422,228,465,242,True,422,228,465,242,zz
150.0,car,tensor([0.9041]),"tensor([1], dtype=torch.int32)",297,144,511,279,False,0,0,0,0,
150.0,car,tensor([0.8684]),"tensor([2], dtype=torch.int32)",470,134,672,237,False,0,0,0,0,
150.0,car,tensor([0.7305]),"tensor([3], dtype=torch.int32)",237,141,274,172,False,0,0,0,0,
150.0,license plate,tensor([0.8880]),"tensor([1], dtype=torch.int32)",435,230,481,245,True,435,230,481,245,not detected
151.0,car,tensor([0.9192]),"tensor([1], dtype=torch.int32)",303,144,526,282,False,0,0,0,0,
151.0,car,tensor([0.8822]),"tensor([2], dtype=torch.int32)",470,133,673,236,False,0,0,0,0,
151.0,car,tensor([0.7142]),"tensor([3], dtype=torch.int32)",237,140,274,171,False,0,0,0,0,
151.0,person,tensor([0.6077]),"tensor([4], dtype=torch.int32)",134,130,163,206,False,0,0,0,0,
151.0,license plate,tensor([0.6491]),"tensor([1], dtype=torch.int32)",448,232,499,247,True,448,232,499,247,not detected
152.0,car,tensor([0.9306]),"tensor([1], dtype=torch.int32)",311,144,541,286,False,0,0,0,0,
152.0,car,tensor([0.8919]),"tensor([2], dtype=torch.int32)",472,132,673,234,False,0,0,0,0,
152.0,person,tensor([0.6279]),"tensor([3], dtype=torch.int32)",135,129,162,204,False,0,0,0,0,
152.0,license plate,tensor([0.6232]),"tensor([1], dtype=torch.int32)",463,234,511,251,True,463,234,511,251,not detected
153.0,car,tensor([0.9103]),"tensor([1], dtype=torch.int32)",317,141,562,289,False,0,0,0,0,
153.0,car,tensor([0.8922]),"tensor([2], dtype=torch.int32)",479,129,674,231,False,0,0,0,0,
153.0,person,tensor([0.6957]),"tensor([3], dtype=torch.int32)",136,125,166,201,False,0,0,0,0,
153.0,license plate,tensor([0.8293]),"tensor([1], dtype=torch.int32)",478,235,534,253,True,478,235,534,253,not detected
153.0,license plate,tensor([0.6573]),"tensor([2], dtype=torch.int32)",629,198,665,207,True,629,198,665,207,ea
154.0,car,tensor([0.9091]),"tensor([1], dtype=torch.int32)",322,140,581,293,False,0,0,0,0,
154.0,car,tensor([0.8831]),"tensor([2], dtype=torch.int32)",480,126,675,228,False,0,0,0,0,
154.0,person,tensor([0.7494]),"tensor([3], dtype=torch.int32)",137,124,165,200,False,0,0,0,0,
154.0,license plate,tensor([0.6074]),"tensor([1], dtype=torch.int32)",496,237,551,255,True,496,237,551,255,not detected
155.0,car,tensor([0.9071]),"tensor([1], dtype=torch.int32)",332,135,601,297,False,0,0,0,0,
155.0,car,tensor([0.8702]),"tensor([2], dtype=torch.int32)",484,123,675,225,False,0,0,0,0,
155.0,person,tensor([0.7401]),"tensor([3], dtype=torch.int32)",138,119,167,196,False,0,0,0,0,
155.0,car,tensor([0.6435]),"tensor([4], dtype=torch.int32)",239,132,281,164,False,0,0,0,0,
155.0,license plate,tensor([0.7194]),"tensor([1], dtype=torch.int32)",515,240,572,258,True,515,240,572,258,not detected
156.0,car,tensor([0.9024]),"tensor([1], dtype=torch.int32)",340,132,627,302,False,0,0,0,0,
156.0,car,tensor([0.8475]),"tensor([2], dtype=torch.int32)",487,119,677,220,False,0,0,0,0,
156.0,car,tensor([0.7855]),"tensor([3], dtype=torch.int32)",321,131,388,180,False,0,0,0,0,
156.0,person,tensor([0.7772]),"tensor([4], dtype=torch.int32)",138,118,168,193,False,0,0,0,0,
156.0,license plate,tensor([0.7109]),"tensor([1], dtype=torch.int32)",538,241,595,260,True,538,241,595,260,not detected
157.0,car,tensor([0.9282]),"tensor([1], dtype=torch.int32)",349,128,651,303,False,0,0,0,0,
157.0,car,tensor([0.8657]),"tensor([2], dtype=torch.int32)",320,127,390,179,False,0,0,0,0,
157.0,car,tensor([0.8614]),"tensor([3], dtype=torch.int32)",488,113,676,214,False,0,0,0,0,
157.0,person,tensor([0.7547]),"tensor([4], dtype=torch.int32)",140,113,168,190,False,0,0,0,0,
157.0,car,tensor([0.6071]),"tensor([5], dtype=torch.int32)",285,130,331,170,False,0,0,0,0,
157.0,car,tensor([0.6050]),"tensor([6], dtype=torch.int32)",242,124,282,157,False,0,0,0,0,
157.0,license plate,tensor([0.4987]),-1,563,242,622,263,True,563,242,622,263,a
157.0,license plate,tensor([0.1979]),-1,635,184,670,193,True,635,184,670,193,not detected
158.0,car,tensor([0.9243]),"tensor([1], dtype=torch.int32)",359,121,680,303,False,0,0,0,0,
158.0,car,tensor([0.8207]),"tensor([2], dtype=torch.int32)",322,121,390,171,False,0,0,0,0,
158.0,car,tensor([0.8143]),"tensor([3], dtype=torch.int32)",490,107,680,198,False,0,0,0,0,
158.0,person,tensor([0.7439]),"tensor([4], dtype=torch.int32)",140,107,169,182,False,0,0,0,0,
158.0,car,tensor([0.6642]),"tensor([5], dtype=torch.int32)",241,115,280,149,False,0,0,0,0,
158.0,car,tensor([0.6623]),"tensor([6], dtype=torch.int32)",269,122,309,157,False,0,0,0,0,
158.0,license plate,tensor([0.3966]),-1,590,241,650,264,True,590,241,650,264,not detected
159.0,car,tensor([0.9164]),"tensor([1], dtype=torch.int32)",369,112,712,299,False,0,0,0,0,
159.0,car,tensor([0.8514]),"tensor([2], dtype=torch.int32)",323,112,392,163,False,0,0,0,0,
159.0,person,tensor([0.7806]),"tensor([3], dtype=torch.int32)",141,97,171,174,False,0,0,0,0,
159.0,car,tensor([0.7371]),"tensor([4], dtype=torch.int32)",242,109,281,141,False,0,0,0,0,
159.0,car,tensor([0.6875]),"tensor([5], dtype=torch.int32)",484,96,679,174,False,0,0,0,0,
159.0,license plate,tensor([0.3461]),-1,620,235,683,259,True,620,235,683,259,not detected
160.0,car,tensor([0.9104]),"tensor([1], dtype=torch.int32)",382,95,749,300,False,0,0,0,0,
160.0,car,tensor([0.7778]),"tensor([2], dtype=torch.int32)",325,100,390,152,False,0,0,0,0,
160.0,person,tensor([0.7588]),"tensor([3], dtype=torch.int32)",141,87,172,162,False,0,0,0,0,
160.0,car,tensor([0.6794]),"tensor([4], dtype=torch.int32)",242,98,281,130,False,0,0,0,0,
160.0,car,tensor([0.6182]),"tensor([5], dtype=torch.int32)",270,102,310,137,False,0,0,0,0,
160.0,license plate,tensor([0.1531]),-1,652,231,722,255,True,652,231,722,255,not detected
161.0,car,tensor([0.9113]),"tensor([1], dtype=torch.int32)",391,65,788,293,False,0,0,0,0,
161.0,car,tensor([0.8364]),"tensor([2], dtype=torch.int32)",325,80,392,132,False,0,0,0,0,
161.0,car,tensor([0.7690]),"tensor([3], dtype=torch.int32)",380,78,459,142,False,0,0,0,0,
161.0,person,tensor([0.7540]),"tensor([4], dtype=torch.int32)",140,68,171,144,False,0,0,0,0,
161.0,car,tensor([0.6485]),"tensor([5], dtype=torch.int32)",242,78,281,111,False,0,0,0,0,
161.0,car,tensor([0.6211]),"tensor([6], dtype=torch.int32)",289,85,333,124,False,0,0,0,0,
162.0,car,tensor([0.9126]),"tensor([1], dtype=torch.int32)",406,40,838,280,False,0,0,0,0,
162.0,car,tensor([0.8180]),"tensor([2], dtype=torch.int32)",381,54,464,116,False,0,0,0,0,
162.0,car,tensor([0.7830]),"tensor([3], dtype=torch.int32)",325,55,392,110,False,0,0,0,0,
162.0,person,tensor([0.7364]),"tensor([4], dtype=torch.int32)",139,45,169,124,False,0,0,0,0,
162.0,car,tensor([0.6989]),"tensor([5], dtype=torch.int32)",269,59,309,95,False,0,0,0,0,
162.0,car,tensor([0.6854]),"tensor([6], dtype=torch.int32)",241,53,279,89,False,0,0,0,0,
163.0,car,tensor([0.9245]),"tensor([1], dtype=torch.int32)",420,10,846,264,False,0,0,0,0,
163.0,car,tensor([0.8240]),"tensor([2], dtype=torch.int32)",382,23,470,88,False,0,0,0,0,
163.0,car,tensor([0.8165]),"tensor([3], dtype=torch.int32)",323,27,391,81,False,0,0,0,0,
163.0,person,tensor([0.7310]),"tensor([4], dtype=torch.int32)",137,18,169,96,False,0,0,0,0,
163.0,car,tensor([0.6575]),"tensor([5], dtype=torch.int32)",241,25,280,61,False,0,0,0,0,
163.0,license plate,tensor([0.1337]),-1,790,180,848,210,True,790,180,848,210,not detected
164.0,car,tensor([0.9363]),"tensor([1], dtype=torch.int32)",434,0,847,243,False,0,0,0,0,
164.0,car,tensor([0.8264]),"tensor([2], dtype=torch.int32)",382,0,479,57,False,0,0,0,0,
164.0,person,tensor([0.7301]),"tensor([3], dtype=torch.int32)",134,0,166,68,False,0,0,0,0,
164.0,car,tensor([0.6320]),"tensor([4], dtype=torch.int32)",322,0,394,47,False,0,0,0,0,
165.0,car,tensor([0.9333]),"tensor([1], dtype=torch.int32)",450,0,847,222,False,0,0,0,0,
166.0,car,tensor([0.9082]),"tensor([1], dtype=torch.int32)",469,0,846,192,False,0,0,0,0,
167.0,car,tensor([0.8845]),"tensor([1], dtype=torch.int32)",495,0,847,158,False,0,0,0,0,
168.0,car,tensor([0.1092]),-1,582,1,847,94,False,0,0,0,0,
178.0,person,tensor([0.3152]),-1,798,395,847,477,False,0,0,0,0,
178.0,person,tensor([0.1206]),-1,683,394,847,475,False,0,0,0,0,
179.0,person,tensor([0.5028]),-1,667,301,847,477,False,0,0,0,0,
179.0,person,tensor([0.1642]),-1,778,301,847,469,False,0,0,0,0,
180.0,person,tensor([0.9112]),"tensor([1], dtype=torch.int32)",651,218,847,474,False,0,0,0,0,
181.0,person,tensor([0.8036]),"tensor([1], dtype=torch.int32)",639,154,847,474,False,0,0,0,0,
182.0,person,tensor([0.7971]),"tensor([1], dtype=torch.int32)",635,105,847,471,False,0,0,0,0,
183.0,person,tensor([0.6110]),"tensor([1], dtype=torch.int32)",633,76,847,468,False,0,0,0,0,
184.0,person,tensor([0.8113]),"tensor([1], dtype=torch.int32)",640,58,847,472,False,0,0,0,0,
185.0,person,tensor([0.8570]),"tensor([1], dtype=torch.int32)",647,53,847,472,False,0,0,0,0,
186.0,person,tensor([0.7781]),"tensor([1], dtype=torch.int32)",659,48,847,471,False,0,0,0,0,
187.0,person,tensor([0.8492]),"tensor([1], dtype=torch.int32)",666,44,847,473,False,0,0,0,0,
188.0,person,tensor([0.8379]),"tensor([1], dtype=torch.int32)",669,43,847,474,False,0,0,0,0,
189.0,person,tensor([0.8235]),"tensor([1], dtype=torch.int32)",677,41,847,468,False,0,0,0,0,
190.0,person,tensor([0.8351]),"tensor([1], dtype=torch.int32)",686,43,847,466,False,0,0,0,0,
191.0,person,tensor([0.8704]),"tensor([1], dtype=torch.int32)",696,46,847,396,False,0,0,0,0,
192.0,person,tensor([0.8396]),"tensor([1], dtype=torch.int32)",712,46,847,292,False,0,0,0,0,
193.0,person,tensor([0.8275]),"tensor([1], dtype=torch.int32)",727,48,847,275,False,0,0,0,0,
194.0,person,tensor([0.6552]),"tensor([1], dtype=torch.int32)",743,184,847,272,False,0,0,0,0,
195.0,person,tensor([0.3501]),-1,758,186,847,268,False,0,0,0,0,
195.0,person,tensor([0.3009]),-1,758,54,847,270,False,0,0,0,0,
196.0,person,tensor([0.5779]),-1,772,56,847,270,False,0,0,0,0,
196.0,person,tensor([0.2657]),-1,773,189,847,269,False,0,0,0,0,
197.0,person,tensor([0.1619]),-1,785,61,847,272,False,0,0,0,0,
198.0,person,tensor([0.1677]),-1,795,197,847,273,False,0,0,0,0,
201.0,person,tensor([0.2211]),-1,822,215,847,274,False,0,0,0,0,
