frame,object_type,confidence,tracking_id,x1,y1,x2,y2,license_plate,mx1,my1,mx2,my2,license_plate_text
1.0,car,tensor([0.9011]),"tensor([1], dtype=torch.int32)",364,168,462,230,False,0,0,0,0,
1.0,car,tensor([0.8328]),"tensor([2], dtype=torch.int32)",304,169,374,220,False,0,0,0,0,
1.0,car,tensor([0.8269]),"tensor([3], dtype=torch.int32)",458,155,660,259,False,0,0,0,0,
1.0,car,tensor([0.7451]),"tensor([4], dtype=torch.int32)",133,162,162,188,False,0,0,0,0,
1.0,car,tensor([0.6802]),"tensor([5], dtype=torch.int32)",252,171,291,203,False,0,0,0,0,
1.0,car,tensor([0.6643]),"tensor([6], dtype=torch.int32)",225,167,263,197,False,0,0,0,0,
1.0,license plate,tensor([0.4493]),-1,429,209,452,215,True,429,209,452,215,not detected
1.0,license plate,tensor([0.1377]),-1,429,206,443,212,True,429,206,443,212,not detected
1.0,license plate,tensor([0.1208]),-1,617,222,652,233,True,617,222,652,233,not detected
2.0,car,tensor([0.9009]),"tensor([1], dtype=torch.int32)",364,168,462,230,False,0,0,0,0,
2.0,car,tensor([0.8378]),"tensor([2], dtype=torch.int32)",459,155,660,257,False,0,0,0,0,
2.0,car,tensor([0.8341]),"tensor([3], dtype=torch.int32)",303,169,375,220,False,0,0,0,0,
2.0,car,tensor([0.7432]),"tensor([4], dtype=torch.int32)",133,162,163,188,False,0,0,0,0,
2.0,car,tensor([0.6964]),"tensor([5], dtype=torch.int32)",252,171,291,203,False,0,0,0,0,
2.0,car,tensor([0.6623]),"tensor([6], dtype=torch.int32)",225,166,263,197,False,0,0,0,0,
2.0,license plate,tensor([0.4330]),-1,429,209,452,215,True,429,209,452,215,not detected
2.0,license plate,tensor([0.1342]),-1,429,206,443,211,True,429,206,443,211,7)!
2.0,license plate,tensor([0.1203]),-1,618,222,652,233,True,618,222,652,233,not detected
3.0,car,tensor([0.9016]),"tensor([1], dtype=torch.int32)",364,168,462,230,False,0,0,0,0,
3.0,car,tensor([0.8440]),"tensor([2], dtype=torch.int32)",459,155,660,257,False,0,0,0,0,
3.0,car,tensor([0.8279]),"tensor([3], dtype=torch.int32)",301,169,374,220,False,0,0,0,0,
3.0,car,tensor([0.7474]),"tensor([4], dtype=torch.int32)",133,162,162,188,False,0,0,0,0,
3.0,car,tensor([0.7024]),"tensor([5], dtype=torch.int32)",252,171,291,203,False,0,0,0,0,
3.0,car,tensor([0.6544]),"tensor([6], dtype=torch.int32)",225,167,263,197,False,0,0,0,0,
3.0,license plate,tensor([0.3985]),-1,429,209,452,214,True,429,209,452,214,ne
3.0,license plate,tensor([0.1307]),-1,429,206,443,211,True,429,206,443,211,7S
3.0,license plate,tensor([0.1209]),-1,618,222,652,233,True,618,222,652,233,not detected
4.0,car,tensor([0.9026]),"tensor([1], dtype=torch.int32)",364,168,462,230,False,0,0,0,0,
4.0,car,tensor([0.8436]),"tensor([2], dtype=torch.int32)",459,155,660,257,False,0,0,0,0,
4.0,car,tensor([0.8302]),"tensor([3], dtype=torch.int32)",301,169,374,219,False,0,0,0,0,
4.0,car,tensor([0.7491]),"tensor([4], dtype=torch.int32)",133,163,162,188,False,0,0,0,0,
4.0,car,tensor([0.7066]),"tensor([5], dtype=torch.int32)",252,171,291,203,False,0,0,0,0,
4.0,car,tensor([0.6547]),"tensor([6], dtype=torch.int32)",225,166,263,197,False,0,0,0,0,
4.0,license plate,tensor([0.4098]),-1,429,209,452,215,True,429,209,452,215,not detected
4.0,license plate,tensor([0.1317]),-1,429,206,443,211,True,429,206,443,211,not detected
4.0,license plate,tensor([0.1278]),-1,618,222,652,233,True,618,222,652,233,not detected
5.0,car,tensor([0.9027]),"tensor([1], dtype=torch.int32)",364,168,462,230,False,0,0,0,0,
5.0,car,tensor([0.8545]),"tensor([2], dtype=torch.int32)",459,155,660,257,False,0,0,0,0,
5.0,car,tensor([0.8312]),"tensor([3], dtype=torch.int32)",301,170,374,219,False,0,0,0,0,
5.0,car,tensor([0.7414]),"tensor([4], dtype=torch.int32)",133,162,162,188,False,0,0,0,0,
5.0,car,tensor([0.7125]),"tensor([5], dtype=torch.int32)",252,171,291,203,False,0,0,0,0,
5.0,car,tensor([0.6582]),"tensor([6], dtype=torch.int32)",225,166,264,197,False,0,0,0,0,
5.0,license plate,tensor([0.3879]),-1,429,209,452,215,True,429,209,452,215,not detected
5.0,license plate,tensor([0.1513]),-1,617,222,652,233,True,617,222,652,233,not detected
5.0,license plate,tensor([0.1263]),-1,429,206,443,211,True,429,206,443,211,not detected
6.0,car,tensor([0.9033]),"tensor([1], dtype=torch.int32)",364,168,462,230,False,0,0,0,0,
6.0,car,tensor([0.8580]),"tensor([2], dtype=torch.int32)",459,155,660,257,False,0,0,0,0,
6.0,car,tensor([0.8344]),"tensor([3], dtype=torch.int32)",301,170,374,219,False,0,0,0,0,
6.0,car,tensor([0.7442]),"tensor([4], dtype=torch.int32)",133,163,162,188,False,0,0,0,0,
6.0,car,tensor([0.7088]),"tensor([5], dtype=torch.int32)",252,170,291,203,False,0,0,0,0,
6.0,car,tensor([0.6622]),"tensor([6], dtype=torch.int32)",225,166,263,197,False,0,0,0,0,
6.0,license plate,tensor([0.3948]),-1,429,209,452,214,True,429,209,452,214,a
6.0,license plate,tensor([0.1648]),-1,618,222,653,233,True,618,222,653,233,not detected
6.0,license plate,tensor([0.1357]),-1,429,206,443,211,True,429,206,443,211,", YS"
7.0,car,tensor([0.9024]),"tensor([1], dtype=torch.int32)",364,168,462,230,False,0,0,0,0,
7.0,car,tensor([0.8558]),"tensor([2], dtype=torch.int32)",459,155,660,257,False,0,0,0,0,
7.0,car,tensor([0.8413]),"tensor([3], dtype=torch.int32)",301,170,374,219,False,0,0,0,0,
7.0,car,tensor([0.7390]),"tensor([4], dtype=torch.int32)",133,163,162,188,False,0,0,0,0,
7.0,car,tensor([0.7268]),"tensor([5], dtype=torch.int32)",253,170,291,203,False,0,0,0,0,
7.0,car,tensor([0.6885]),"tensor([6], dtype=torch.int32)",225,166,264,197,False,0,0,0,0,
7.0,license plate,tensor([0.3885]),-1,429,209,452,215,True,429,209,452,215,not detected
7.0,license plate,tensor([0.1422]),-1,618,222,653,233,True,618,222,653,233,not detected
7.0,license plate,tensor([0.1292]),-1,429,205,443,211,True,429,205,443,211,Zat
8.0,car,tensor([0.9044]),"tensor([1], dtype=torch.int32)",364,168,462,230,False,0,0,0,0,
8.0,car,tensor([0.8604]),"tensor([2], dtype=torch.int32)",459,155,660,257,False,0,0,0,0,
8.0,car,tensor([0.8387]),"tensor([3], dtype=torch.int32)",301,169,374,219,False,0,0,0,0,
8.0,car,tensor([0.7437]),"tensor([4], dtype=torch.int32)",252,170,291,203,False,0,0,0,0,
8.0,car,tensor([0.7290]),"tensor([5], dtype=torch.int32)",133,164,161,189,False,0,0,0,0,
8.0,car,tensor([0.6767]),"tensor([6], dtype=torch.int32)",225,165,264,197,False,0,0,0,0,
8.0,license plate,tensor([0.4292]),-1,429,209,452,215,True,429,209,452,215,not detected
8.0,license plate,tensor([0.1524]),-1,618,222,652,233,True,618,222,652,233,not detected
8.0,license plate,tensor([0.1405]),-1,429,205,443,211,True,429,205,443,211,Zat
9.0,car,tensor([0.9021]),"tensor([1], dtype=torch.int32)",364,168,462,229,False,0,0,0,0,
9.0,car,tensor([0.8561]),"tensor([2], dtype=torch.int32)",459,156,660,257,False,0,0,0,0,
9.0,car,tensor([0.8509]),"tensor([3], dtype=torch.int32)",302,169,374,219,False,0,0,0,0,
9.0,car,tensor([0.7383]),"tensor([4], dtype=torch.int32)",253,170,290,203,False,0,0,0,0,
9.0,car,tensor([0.6985]),"tensor([5], dtype=torch.int32)",225,164,264,196,False,0,0,0,0,
9.0,car,tensor([0.6802]),"tensor([6], dtype=torch.int32)",133,164,161,188,False,0,0,0,0,
9.0,license plate,tensor([0.4096]),-1,429,209,452,214,True,429,209,452,214,not detected
9.0,license plate,tensor([0.1644]),-1,618,222,653,233,True,618,222,653,233,not detected
9.0,license plate,tensor([0.1434]),-1,429,205,443,211,True,429,205,443,211,| > ie
10.0,car,tensor([0.9022]),"tensor([1], dtype=torch.int32)",364,168,462,229,False,0,0,0,0,
10.0,car,tensor([0.8538]),"tensor([2], dtype=torch.int32)",459,156,660,257,False,0,0,0,0,
10.0,car,tensor([0.8525]),"tensor([3], dtype=torch.int32)",302,169,374,219,False,0,0,0,0,
10.0,car,tensor([0.7502]),"tensor([4], dtype=torch.int32)",253,170,291,203,False,0,0,0,0,
10.0,car,tensor([0.7119]),"tensor([5], dtype=torch.int32)",225,164,264,196,False,0,0,0,0,
10.0,car,tensor([0.6643]),"tensor([6], dtype=torch.int32)",133,164,161,189,False,0,0,0,0,
10.0,license plate,tensor([0.4243]),-1,429,209,452,214,True,429,209,452,214,not detected
10.0,license plate,tensor([0.1728]),-1,618,222,653,233,True,618,222,653,233,not detected
10.0,license plate,tensor([0.1430]),-1,429,205,443,211,True,429,205,443,211,| > ie
11.0,car,tensor([0.9006]),"tensor([1], dtype=torch.int32)",364,168,462,229,False,0,0,0,0,
11.0,car,tensor([0.8578]),"tensor([2], dtype=torch.int32)",302,169,374,219,False,0,0,0,0,
11.0,car,tensor([0.8502]),"tensor([3], dtype=torch.int32)",459,156,660,257,False,0,0,0,0,
11.0,car,tensor([0.7371]),"tensor([4], dtype=torch.int32)",253,170,291,203,False,0,0,0,0,
11.0,car,tensor([0.7093]),"tensor([5], dtype=torch.int32)",225,164,263,196,False,0,0,0,0,
11.0,car,tensor([0.6250]),"tensor([6], dtype=torch.int32)",133,164,161,189,False,0,0,0,0,
11.0,license plate,tensor([0.4085]),-1,429,209,452,214,True,429,209,452,214,not detected
11.0,license plate,tensor([0.2326]),-1,617,222,652,233,True,617,222,652,233,not detected
11.0,license plate,tensor([0.1498]),-1,429,205,443,211,True,429,205,443,211,| > ie
12.0,car,tensor([0.9013]),"tensor([1], dtype=torch.int32)",364,168,462,229,False,0,0,0,0,
12.0,car,tensor([0.8606]),"tensor([2], dtype=torch.int32)",459,156,660,257,False,0,0,0,0,
12.0,car,tensor([0.8555]),"tensor([3], dtype=torch.int32)",302,169,374,219,False,0,0,0,0,
12.0,car,tensor([0.7347]),"tensor([4], dtype=torch.int32)",253,170,291,203,False,0,0,0,0,
12.0,car,tensor([0.7177]),"tensor([5], dtype=torch.int32)",225,164,263,196,False,0,0,0,0,
12.0,license plate,tensor([0.4151]),-1,429,209,453,214,True,429,209,453,214,i
12.0,license plate,tensor([0.2123]),-1,618,222,652,233,True,618,222,652,233,en
12.0,license plate,tensor([0.1643]),-1,429,205,443,211,True,429,205,443,211,| > ie
13.0,car,tensor([0.8986]),"tensor([1], dtype=torch.int32)",364,168,462,229,False,0,0,0,0,
13.0,car,tensor([0.8649]),"tensor([2], dtype=torch.int32)",459,155,660,257,False,0,0,0,0,
13.0,car,tensor([0.8610]),"tensor([3], dtype=torch.int32)",302,169,374,219,False,0,0,0,0,
13.0,car,tensor([0.7351]),"tensor([4], dtype=torch.int32)",253,170,291,203,False,0,0,0,0,
13.0,car,tensor([0.7176]),"tensor([5], dtype=torch.int32)",225,164,263,196,False,0,0,0,0,
13.0,car,tensor([0.6239]),"tensor([6], dtype=torch.int32)",134,164,162,189,False,0,0,0,0,
13.0,license plate,tensor([0.4111]),-1,429,209,452,214,True,429,209,452,214,not detected
13.0,license plate,tensor([0.2419]),-1,618,222,652,233,True,618,222,652,233,not detected
13.0,license plate,tensor([0.1615]),-1,429,205,443,211,True,429,205,443,211,wre
14.0,car,tensor([0.8995]),"tensor([1], dtype=torch.int32)",364,168,462,229,False,0,0,0,0,
14.0,car,tensor([0.8608]),"tensor([2], dtype=torch.int32)",459,155,660,257,False,0,0,0,0,
14.0,car,tensor([0.8567]),"tensor([3], dtype=torch.int32)",302,169,374,219,False,0,0,0,0,
14.0,car,tensor([0.7362]),"tensor([4], dtype=torch.int32)",253,170,291,203,False,0,0,0,0,
14.0,car,tensor([0.7335]),"tensor([5], dtype=torch.int32)",225,163,263,196,False,0,0,0,0,
14.0,license plate,tensor([0.4354]),-1,429,209,452,214,True,429,209,452,214,not detected
14.0,license plate,tensor([0.1858]),-1,618,222,652,233,True,618,222,652,233,re -
14.0,license plate,tensor([0.1698]),-1,429,205,443,211,True,429,205,443,211,wre
15.0,car,tensor([0.9016]),"tensor([1], dtype=torch.int32)",364,168,462,229,False,0,0,0,0,
15.0,car,tensor([0.8682]),"tensor([2], dtype=torch.int32)",459,155,660,257,False,0,0,0,0,
15.0,car,tensor([0.8564]),"tensor([3], dtype=torch.int32)",302,169,374,219,False,0,0,0,0,
15.0,car,tensor([0.7386]),"tensor([4], dtype=torch.int32)",253,170,291,203,False,0,0,0,0,
15.0,car,tensor([0.7343]),"tensor([5], dtype=torch.int32)",225,163,263,196,False,0,0,0,0,
15.0,car,tensor([0.6008]),"tensor([6], dtype=torch.int32)",133,164,162,189,False,0,0,0,0,
15.0,license plate,tensor([0.4541]),-1,429,209,453,214,True,429,209,453,214,ee
15.0,license plate,tensor([0.2360]),-1,618,222,653,233,True,618,222,653,233,Ss
15.0,license plate,tensor([0.1701]),-1,429,205,443,212,True,429,205,443,212,rE
16.0,car,tensor([0.9014]),"tensor([1], dtype=torch.int32)",364,168,462,229,False,0,0,0,0,
16.0,car,tensor([0.8748]),"tensor([2], dtype=torch.int32)",459,155,660,258,False,0,0,0,0,
16.0,car,tensor([0.8522]),"tensor([3], dtype=torch.int32)",302,169,374,219,False,0,0,0,0,
16.0,car,tensor([0.7388]),"tensor([4], dtype=torch.int32)",253,170,291,203,False,0,0,0,0,
16.0,car,tensor([0.7370]),"tensor([5], dtype=torch.int32)",225,163,263,196,False,0,0,0,0,
16.0,car,tensor([0.6210]),"tensor([6], dtype=torch.int32)",133,164,162,189,False,0,0,0,0,
16.0,license plate,tensor([0.4687]),-1,429,209,453,214,True,429,209,453,214,ee
16.0,license plate,tensor([0.2876]),-1,618,222,652,233,True,618,222,652,233,not detected
16.0,license plate,tensor([0.1709]),-1,429,205,443,212,True,429,205,443,212,rE
17.0,car,tensor([0.9003]),"tensor([1], dtype=torch.int32)",364,168,462,229,False,0,0,0,0,
17.0,car,tensor([0.8698]),"tensor([2], dtype=torch.int32)",459,155,661,258,False,0,0,0,0,
17.0,car,tensor([0.8561]),"tensor([3], dtype=torch.int32)",304,168,374,219,False,0,0,0,0,
17.0,car,tensor([0.7407]),"tensor([4], dtype=torch.int32)",225,162,263,196,False,0,0,0,0,
17.0,car,tensor([0.7385]),"tensor([5], dtype=torch.int32)",253,170,291,202,False,0,0,0,0,
17.0,car,tensor([0.6357]),"tensor([6], dtype=torch.int32)",133,163,162,189,False,0,0,0,0,
17.0,license plate,tensor([0.4546]),-1,429,209,453,214,True,429,209,453,214,ee
17.0,license plate,tensor([0.2931]),-1,618,223,652,233,True,618,223,652,233,y me .-
17.0,license plate,tensor([0.1697]),-1,429,205,443,212,True,429,205,443,212,rE
18.0,car,tensor([0.9011]),"tensor([1], dtype=torch.int32)",364,168,462,229,False,0,0,0,0,
18.0,car,tensor([0.8789]),"tensor([2], dtype=torch.int32)",459,155,661,258,False,0,0,0,0,
18.0,car,tensor([0.8582]),"tensor([3], dtype=torch.int32)",303,169,374,218,False,0,0,0,0,
18.0,car,tensor([0.7648]),"tensor([4], dtype=torch.int32)",254,169,291,202,False,0,0,0,0,
18.0,car,tensor([0.7534]),"tensor([5], dtype=torch.int32)",225,162,263,196,False,0,0,0,0,
18.0,car,tensor([0.6286]),"tensor([6], dtype=torch.int32)",133,163,162,189,False,0,0,0,0,
18.0,license plate,tensor([0.4390]),-1,429,209,453,214,True,429,209,453,214,ee
18.0,license plate,tensor([0.2459]),-1,617,223,652,234,True,617,223,652,234,not detected
18.0,license plate,tensor([0.1588]),-1,429,205,443,212,True,429,205,443,212,rE
19.0,car,tensor([0.8993]),"tensor([1], dtype=torch.int32)",364,168,462,229,False,0,0,0,0,
19.0,car,tensor([0.8824]),"tensor([2], dtype=torch.int32)",459,155,661,258,False,0,0,0,0,
19.0,car,tensor([0.8620]),"tensor([3], dtype=torch.int32)",305,168,376,220,False,0,0,0,0,
19.0,car,tensor([0.7574]),"tensor([4], dtype=torch.int32)",254,169,291,202,False,0,0,0,0,
19.0,car,tensor([0.7477]),"tensor([5], dtype=torch.int32)",225,162,263,196,False,0,0,0,0,
19.0,car,tensor([0.6057]),"tensor([6], dtype=torch.int32)",134,163,163,190,False,0,0,0,0,
19.0,license plate,tensor([0.4469]),-1,429,209,453,214,True,429,209,453,214,ee
19.0,license plate,tensor([0.2332]),-1,618,223,652,234,True,618,223,652,234,not detected
19.0,license plate,tensor([0.1611]),-1,429,205,443,212,True,429,205,443,212,rE
20.0,car,tensor([0.8982]),"tensor([1], dtype=torch.int32)",364,168,462,229,False,0,0,0,0,
20.0,car,tensor([0.8747]),"tensor([2], dtype=torch.int32)",459,156,660,258,False,0,0,0,0,
20.0,car,tensor([0.8625]),"tensor([3], dtype=torch.int32)",305,168,376,219,False,0,0,0,0,
20.0,car,tensor([0.7553]),"tensor([4], dtype=torch.int32)",225,163,263,196,False,0,0,0,0,
20.0,car,tensor([0.7350]),"tensor([5], dtype=torch.int32)",254,169,291,202,False,0,0,0,0,
20.0,license plate,tensor([0.4519]),-1,430,209,453,214,True,430,209,453,214,i> nee
20.0,license plate,tensor([0.2828]),-1,618,223,652,234,True,618,223,652,234,ae
20.0,license plate,tensor([0.1527]),-1,429,205,444,212,True,429,205,444,212,i’ 2
21.0,car,tensor([0.8986]),"tensor([1], dtype=torch.int32)",365,168,463,229,False,0,0,0,0,
21.0,car,tensor([0.8834]),"tensor([2], dtype=torch.int32)",305,168,376,220,False,0,0,0,0,
21.0,car,tensor([0.8675]),"tensor([3], dtype=torch.int32)",459,156,660,258,False,0,0,0,0,
21.0,car,tensor([0.7486]),"tensor([4], dtype=torch.int32)",225,162,263,196,False,0,0,0,0,
21.0,car,tensor([0.7268]),"tensor([5], dtype=torch.int32)",254,169,291,202,False,0,0,0,0,
21.0,license plate,tensor([0.4199]),-1,430,209,453,214,True,430,209,453,214,not detected
21.0,license plate,tensor([0.2726]),-1,617,223,651,234,True,617,223,651,234,an
21.0,license plate,tensor([0.1470]),-1,429,205,444,212,True,429,205,444,212,i -
22.0,car,tensor([0.8965]),"tensor([1], dtype=torch.int32)",365,167,462,229,False,0,0,0,0,
22.0,car,tensor([0.8868]),"tensor([2], dtype=torch.int32)",305,168,376,220,False,0,0,0,0,
22.0,car,tensor([0.8566]),"tensor([3], dtype=torch.int32)",458,156,660,259,False,0,0,0,0,
22.0,car,tensor([0.7554]),"tensor([4], dtype=torch.int32)",225,162,264,196,False,0,0,0,0,
22.0,car,tensor([0.7278]),"tensor([5], dtype=torch.int32)",254,169,291,202,False,0,0,0,0,
22.0,license plate,tensor([0.4114]),-1,430,209,453,214,True,430,209,453,214,not detected
22.0,license plate,tensor([0.3164]),-1,617,223,652,234,True,617,223,652,234,i
22.0,license plate,tensor([0.1380]),-1,429,205,444,211,True,429,205,444,211,Li a
23.0,car,tensor([0.8947]),"tensor([1], dtype=torch.int32)",365,168,462,229,False,0,0,0,0,
23.0,car,tensor([0.8879]),"tensor([2], dtype=torch.int32)",305,168,376,220,False,0,0,0,0,
23.0,car,tensor([0.8594]),"tensor([3], dtype=torch.int32)",458,156,660,259,False,0,0,0,0,
23.0,car,tensor([0.7618]),"tensor([4], dtype=torch.int32)",225,161,264,196,False,0,0,0,0,
23.0,car,tensor([0.7270]),"tensor([5], dtype=torch.int32)",254,169,292,202,False,0,0,0,0,
23.0,license plate,tensor([0.4327]),-1,430,209,454,215,True,430,209,454,215,ee
23.0,license plate,tensor([0.3285]),-1,618,223,653,235,True,618,223,653,235,an
23.0,license plate,tensor([0.1365]),-1,430,205,444,212,True,430,205,444,212,LE
24.0,car,tensor([0.8975]),"tensor([1], dtype=torch.int32)",365,167,462,229,False,0,0,0,0,
24.0,car,tensor([0.8945]),"tensor([2], dtype=torch.int32)",305,168,376,220,False,0,0,0,0,
24.0,car,tensor([0.8564]),"tensor([3], dtype=torch.int32)",458,156,660,259,False,0,0,0,0,
24.0,car,tensor([0.7652]),"tensor([4], dtype=torch.int32)",225,161,264,196,False,0,0,0,0,
24.0,car,tensor([0.7312]),"tensor([5], dtype=torch.int32)",254,169,292,202,False,0,0,0,0,
24.0,license plate,tensor([0.4122]),-1,431,209,454,214,True,431,209,454,214,oe
24.0,license plate,tensor([0.3121]),-1,618,223,653,234,True,618,223,653,234,not detected
24.0,license plate,tensor([0.1316]),-1,430,205,444,211,True,430,205,444,211,» pome
25.0,car,tensor([0.8973]),"tensor([1], dtype=torch.int32)",365,167,462,229,False,0,0,0,0,
25.0,car,tensor([0.8914]),"tensor([2], dtype=torch.int32)",305,168,376,220,False,0,0,0,0,
25.0,car,tensor([0.8620]),"tensor([3], dtype=torch.int32)",458,156,660,259,False,0,0,0,0,
25.0,car,tensor([0.7741]),"tensor([4], dtype=torch.int32)",225,161,264,196,False,0,0,0,0,
25.0,car,tensor([0.7266]),"tensor([5], dtype=torch.int32)",254,169,292,202,False,0,0,0,0,
25.0,license plate,tensor([0.3766]),-1,431,209,454,214,True,431,209,454,214,oe
25.0,license plate,tensor([0.3740]),-1,618,223,653,235,True,618,223,653,235,inate
25.0,license plate,tensor([0.1284]),-1,430,205,444,211,True,430,205,444,211,» pome
26.0,car,tensor([0.8976]),"tensor([1], dtype=torch.int32)",365,167,462,229,False,0,0,0,0,
26.0,car,tensor([0.8777]),"tensor([2], dtype=torch.int32)",306,168,376,219,False,0,0,0,0,
26.0,car,tensor([0.8594]),"tensor([3], dtype=torch.int32)",458,156,660,259,False,0,0,0,0,
26.0,car,tensor([0.7711]),"tensor([4], dtype=torch.int32)",225,161,264,196,False,0,0,0,0,
26.0,car,tensor([0.7200]),"tensor([5], dtype=torch.int32)",254,169,292,202,False,0,0,0,0,
26.0,license plate,tensor([0.3720]),-1,431,209,454,214,True,431,209,454,214,not detected
26.0,license plate,tensor([0.2759]),-1,618,223,653,235,True,618,223,653,235,— — i
26.0,license plate,tensor([0.1256]),-1,430,205,444,212,True,430,205,444,212,not detected
27.0,car,tensor([0.8988]),"tensor([1], dtype=torch.int32)",365,167,463,229,False,0,0,0,0,
27.0,car,tensor([0.8723]),"tensor([2], dtype=torch.int32)",458,156,661,259,False,0,0,0,0,
27.0,car,tensor([0.8628]),"tensor([3], dtype=torch.int32)",304,168,375,218,False,0,0,0,0,
27.0,car,tensor([0.7838]),"tensor([4], dtype=torch.int32)",225,161,264,196,False,0,0,0,0,
27.0,car,tensor([0.7213]),"tensor([5], dtype=torch.int32)",254,169,292,202,False,0,0,0,0,
27.0,license plate,tensor([0.3388]),-1,432,209,455,215,True,432,209,455,215,> sca
27.0,license plate,tensor([0.2456]),-1,618,223,653,235,True,618,223,653,235,not detected
27.0,license plate,tensor([0.1185]),-1,430,205,444,212,True,430,205,444,212,» ie
28.0,car,tensor([0.8997]),"tensor([1], dtype=torch.int32)",365,167,463,229,False,0,0,0,0,
28.0,car,tensor([0.8618]),"tensor([2], dtype=torch.int32)",304,168,375,218,False,0,0,0,0,
28.0,car,tensor([0.8584]),"tensor([3], dtype=torch.int32)",458,156,661,259,False,0,0,0,0,
28.0,car,tensor([0.7919]),"tensor([4], dtype=torch.int32)",225,161,264,196,False,0,0,0,0,
28.0,car,tensor([0.7222]),"tensor([5], dtype=torch.int32)",254,169,292,202,False,0,0,0,0,
28.0,license plate,tensor([0.3458]),-1,616,225,650,235,True,616,225,650,235,a
28.0,license plate,tensor([0.2607]),-1,432,209,455,215,True,432,209,455,215,not detected
28.0,license plate,tensor([0.1166]),-1,618,225,634,233,True,618,225,634,233,a
28.0,license plate,tensor([0.1070]),-1,430,205,443,212,True,430,205,443,212,not detected
29.0,car,tensor([0.9001]),"tensor([1], dtype=torch.int32)",365,167,463,229,False,0,0,0,0,
29.0,car,tensor([0.8624]),"tensor([2], dtype=torch.int32)",304,168,375,218,False,0,0,0,0,
29.0,car,tensor([0.8549]),"tensor([3], dtype=torch.int32)",459,156,661,259,False,0,0,0,0,
29.0,car,tensor([0.7829]),"tensor([4], dtype=torch.int32)",226,161,264,196,False,0,0,0,0,
29.0,car,tensor([0.7097]),"tensor([5], dtype=torch.int32)",254,169,292,202,False,0,0,0,0,
29.0,license plate,tensor([0.3269]),-1,617,225,650,235,True,617,225,650,235,Pea
29.0,license plate,tensor([0.2339]),-1,432,209,455,215,True,432,209,455,215,=o
29.0,license plate,tensor([0.1120]),-1,618,225,634,233,True,618,225,634,233,a
29.0,license plate,tensor([0.1051]),-1,430,205,443,211,True,430,205,443,211,not detected
30.0,car,tensor([0.8982]),"tensor([1], dtype=torch.int32)",365,168,463,229,False,0,0,0,0,
30.0,car,tensor([0.8608]),"tensor([2], dtype=torch.int32)",459,156,661,259,False,0,0,0,0,
30.0,car,tensor([0.8578]),"tensor([3], dtype=torch.int32)",304,168,375,218,False,0,0,0,0,
30.0,car,tensor([0.7745]),"tensor([4], dtype=torch.int32)",226,161,265,196,False,0,0,0,0,
30.0,car,tensor([0.6786]),"tensor([5], dtype=torch.int32)",255,169,292,202,False,0,0,0,0,
30.0,license plate,tensor([0.3094]),-1,616,226,648,235,True,616,226,648,235,ae
30.0,license plate,tensor([0.2319]),-1,433,209,456,215,True,433,209,456,215,> ee
30.0,license plate,tensor([0.1042]),-1,617,226,633,233,True,617,226,633,233,ae
31.0,car,tensor([0.8926]),"tensor([1], dtype=torch.int32)",366,168,464,230,False,0,0,0,0,
31.0,car,tensor([0.8809]),"tensor([2], dtype=torch.int32)",459,156,661,259,False,0,0,0,0,
31.0,car,tensor([0.8480]),"tensor([3], dtype=torch.int32)",303,168,375,218,False,0,0,0,0,
31.0,car,tensor([0.7911]),"tensor([4], dtype=torch.int32)",227,161,265,196,False,0,0,0,0,
31.0,car,tensor([0.6719]),"tensor([5], dtype=torch.int32)",254,169,293,201,False,0,0,0,0,
31.0,license plate,tensor([0.6008]),"tensor([1], dtype=torch.int32)",617,226,647,235,True,617,226,647,235,a
32.0,car,tensor([0.8942]),"tensor([1], dtype=torch.int32)",366,168,464,230,False,0,0,0,0,
32.0,car,tensor([0.8917]),"tensor([2], dtype=torch.int32)",460,157,661,260,False,0,0,0,0,
32.0,car,tensor([0.8471]),"tensor([3], dtype=torch.int32)",304,168,375,218,False,0,0,0,0,
32.0,car,tensor([0.7893]),"tensor([4], dtype=torch.int32)",227,161,265,196,False,0,0,0,0,
32.0,car,tensor([0.6562]),"tensor([5], dtype=torch.int32)",255,169,293,201,False,0,0,0,0,
32.0,license plate,tensor([0.7029]),"tensor([1], dtype=torch.int32)",617,225,649,235,True,617,225,649,235,not detected
33.0,car,tensor([0.8945]),"tensor([1], dtype=torch.int32)",366,168,464,230,False,0,0,0,0,
33.0,car,tensor([0.8922]),"tensor([2], dtype=torch.int32)",460,157,661,260,False,0,0,0,0,
33.0,car,tensor([0.8427]),"tensor([3], dtype=torch.int32)",304,168,375,218,False,0,0,0,0,
33.0,car,tensor([0.7938]),"tensor([4], dtype=torch.int32)",227,161,265,196,False,0,0,0,0,
33.0,car,tensor([0.6621]),"tensor([5], dtype=torch.int32)",255,169,294,201,False,0,0,0,0,
33.0,license plate,tensor([0.7102]),"tensor([1], dtype=torch.int32)",617,225,650,235,True,617,225,650,235,not detected
34.0,car,tensor([0.8977]),"tensor([1], dtype=torch.int32)",366,168,465,230,False,0,0,0,0,
34.0,car,tensor([0.8788]),"tensor([2], dtype=torch.int32)",461,157,661,260,False,0,0,0,0,
34.0,car,tensor([0.8425]),"tensor([3], dtype=torch.int32)",304,168,375,218,False,0,0,0,0,
